date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:09:58	219/219	---MCZ	200	added ('OK')	text/plain	etag:W/%2263ea0598-154%22	https://www.classcentral.com/robots.txt		(from )
09:09:59	664067/664067	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2012:09:59%20GMT	https://www.classcentral.com/	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/index.html	(from )
09:10:01	9463/9463	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Feb%202023%2009:40:55%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fmeta%2Fmeta-default.png?auto=format&ixlib=php-3.3.1&s=abde49e12c23a50309f7d91754b25193	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/meta/meta-default6dba.png	(from https://www.classcentral.com/)
09:10:01	2206/2206	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Feb%202023%2009:40:55%20GMT	https://www.classcentral.com/apple-touch-icon.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/apple-touch-icon.png	(from https://www.classcentral.com/)
09:10:02	975/975	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/favicon-32x32.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/favicon-32x32.png	(from https://www.classcentral.com/)
09:10:03	731/731	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/favicon-16x16.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/favicon-16x16.png	(from https://www.classcentral.com/)
09:10:04	673/673	---M--	200	added ('OK')	application/octet-stream	etag:%2263ea05a7-2a1%22	https://www.classcentral.com/site.webmanifest	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/site.webmanifest	(from https://www.classcentral.com/)
09:10:05	1960/1960	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263ea0598-7a8%22	https://www.classcentral.com/safari-pinned-tab.svg	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/safari-pinned-tab.svg	(from https://www.classcentral.com/)
09:10:07	913/913	---MCZ	200	added ('OK')	text/xml	etag:W/%2263ea0598-391%22	https://www.classcentral.com/opensearch.xml	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/opensearch.xml	(from https://www.classcentral.com/)
09:10:07	1328/1328	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-cyrillic-ext.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-cyrillic-ext.woff2	(from https://www.classcentral.com/)
09:10:08	1328/1328	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-greek-ext.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-greek-ext.woff2	(from https://www.classcentral.com/)
09:10:09	1488/1488	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-greek.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-greek.woff2	(from https://www.classcentral.com/)
09:10:10	5588/5588	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-vietnamese.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-vietnamese.woff2	(from https://www.classcentral.com/)
09:10:11	12520/12520	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin-ext.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin-ext.woff2	(from https://www.classcentral.com/)
09:10:12	15280/15280	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:55%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	(from https://www.classcentral.com/)
09:10:13	6868/6868	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:55%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	(from https://www.classcentral.com/)
09:10:14	9684/9684	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:55%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	(from https://www.classcentral.com/)
09:10:15	7376/7376	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	(from https://www.classcentral.com/)
09:10:16	8444/8444	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	(from https://www.classcentral.com/)
09:10:17	5804/5804	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:55%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	(from https://www.classcentral.com/)
09:10:18	14960/14960	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	(from https://www.classcentral.com/)
09:10:19	16112/16112	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
09:10:20	6816/6816	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:55%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
09:10:21	9696/9696	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:55%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
09:10:22	7244/7244	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:55%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
09:10:23	8248/8248	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:55%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
09:10:24	5784/5784	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:55%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
09:10:25	15016/15016	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:55%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
09:10:26	15948/15948	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:55%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
09:10:27	6696/6696	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
09:10:28	9540/9540	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:55%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
09:10:29	7360/7360	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
09:10:30	8280/8280	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
09:10:31	5676/5676	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
09:10:32	14808/14808	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
09:10:33	15764/15764	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2013%20Feb%202023%2009:40:40%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
09:10:34	990/990	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Feb%202023%2009:40:55%20GMT	https://www.classcentral.com/images/fade-gradient.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
09:10:35	50234/50234	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.google-analytics.com/analytics.js	(from https://www.classcentral.com/)
09:10:37	599681/599681	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2012:10:36%20GMT	https://www.classcentral.com/rankings	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
09:10:38	592658/592658	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2012:10:38%20GMT	https://www.classcentral.com/collections	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
09:10:39	575119/575119	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2012:10:39%20GMT	https://www.classcentral.com/subjects	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
09:10:40	892985/892985	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2012:10:39%20GMT	https://www.classcentral.com/subject/cs	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
09:10:41	847487/847487	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2012:10:40%20GMT	https://www.classcentral.com/subject/health	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
09:10:42	8050/8050	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Feb%202023%2012:10:42%20GMT	https://www.classcentral.com/subject/business	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/subject/business	(from https://www.classcentral.com/)
09:10:42	820651/820651	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2012:10:42%20GMT	https://www.classcentral.com/subject/maths	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/subject/maths.html	(from https://www.classcentral.com/)
09:10:43	8060/8060	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Feb%202023%2012:10:43%20GMT	https://www.classcentral.com/subject/humanities	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/subject/humanities	(from https://www.classcentral.com/)
09:10:44	8383/8383	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Feb%202023%2012:10:44%20GMT	https://www.classcentral.com/subject/engineering	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/subject/engineering.2c.delayed	(from https://www.classcentral.com/)
09:10:46	8397/8397	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Feb%202023%2012:10:46%20GMT	https://www.classcentral.com/subject/education	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/subject/education.2e.delayed	(from https://www.classcentral.com/)
09:10:46	842589/842589	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2012:10:46%20GMT	https://www.classcentral.com/subject/science	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/subject/science.html	(from https://www.classcentral.com/)
09:10:47	8126/8126	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Feb%202023%2012:10:47%20GMT	https://www.classcentral.com/subject/social-sciences	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/subject/social-sciences	(from https://www.classcentral.com/)
09:10:48	8396/8396	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Feb%202023%2012:10:48%20GMT	https://www.classcentral.com/subject/art-and-design	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/subject/art-and-design.30.delayed	(from https://www.classcentral.com/)
09:10:49	8433/8433	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Feb%202023%2012:10:49%20GMT	https://www.classcentral.com/subject/data-science	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/subject/data-science.31.delayed	(from https://www.classcentral.com/)
09:10:51	8486/8486	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Feb%202023%2012:10:51%20GMT	https://www.classcentral.com/subject/personal-development	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/subject/personal-development.33.delayed	(from https://www.classcentral.com/)
09:10:51	872084/872084	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2012:10:51%20GMT	https://www.classcentral.com/subject/programming-and-software-development	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/subject/programming-and-software-development.html	(from https://www.classcentral.com/)
09:10:52	8068/8068	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Feb%202023%2012:10:52%20GMT	https://www.classcentral.com/subject/infosec	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/subject/infosec	(from https://www.classcentral.com/)
09:10:55	3020589/3020589	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2012:10:54%20GMT	https://www.classcentral.com/universities	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
09:10:55	155484/155484	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Feb%202023%2023:34:14%20GMT	https://www.classcentral.com/report/	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
09:10:56	837817/837817	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2012:10:56%20GMT	https://www.classcentral.com/collection/top-free-online-courses	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
09:10:57	4282/4282	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2012:26:02%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
09:10:58	33057/33057	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2023:13:18%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
09:10:58	4168/4168	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Feb%202023%2009:50:12%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
09:11:00	183531/183531	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Feb%202023%2020:06:02%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
09:11:00	35437/35437	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Feb%202023%2009:56:20%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
09:11:01	816125/816125	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2012:11:00%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
09:11:01	138407/138407	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Feb%202023%2020:10:49%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
09:11:01	130255/130255	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Feb%202023%2020:06:03%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
09:11:02	161700/161700	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Feb%202023%2020:10:49%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
09:11:02	163544/163544	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Feb%202023%2020:10:52%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
09:11:03	6215/6215	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Jan%202023%2012:57:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
09:11:04	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Jan%202023%2013:18:13%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
09:11:04	5751/5751	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2023:38:18%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
09:11:06	96645/96645	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2017:58:39%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
09:11:06	496024/496024	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Feb%202023%2020:10:55%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
09:11:06	6083/6083	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2012:53:59%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
