date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:18:42	120996/120996	---M--	200	added ('OK')	image/png	etag:%223635d31e320c6299590296cfd614a187%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/729646cdfad8.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/729646cdfad8.png	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:43	471/471	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Feb%202023%2002:30:24%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fuw-hz.png?auto=format&blur=200&h=40&ixlib=php-3.3.1&px=16&s=18edb868aa5b2fae30fb021102caa9d0	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/uw-hza44e.png	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:45	67820/67820	---M--	200	added ('OK')	image/png	etag:%22c6c15b413d9deb17c00ed906f9312b80%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/2fab80f56a32.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/2fab80f56a32.png	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:45	64811/64811	---M--	200	added ('OK')	image/png	etag:%2211e4951c229dcf9d90728717c9001c6a%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/782b4c8b7fa1.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/782b4c8b7fa1.png	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:47	100847/100847	---M--	200	added ('OK')	image/jpeg	etag:%22215053882bb84d5dac39f647b93a4fd9%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/07d432174dfe.jpg	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/07d432174dfe.jpg	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:47	192/192	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2019:26:50%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fduke-hz.png?auto=format&blur=200&h=40&ixlib=php-3.3.1&px=16&s=e371b0d1f12ef2e9c02dc5f23a7b6d50	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/duke-hz6286.png	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:49	243315/243315	---M--	200	added ('OK')	image/png	etag:%2273025819992abddf863e74870e7fa220%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/14989e14bf58.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/14989e14bf58.png	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:49	69507/69507	---M--	200	added ('OK')	application/octet-stream	etag:%22158756e277cad683b76e144fce73774c%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/d6cfb97a65cb.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/d6cfb97a65cb.png	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:51	344733/344733	---M--	200	added ('OK')	image/png	etag:%22941d0e153c1e1da4b5737f38b16d16c1%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/d692a653add1.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/d692a653add1.png	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:51	11497/11497	---M--	200	added ('OK')	image/jpeg	etag:%221efece649fb934bff1d831ac87db45cb%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/3144c0cfaf4b.jpg	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/3144c0cfaf4b.jpg	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:52	70802/70802	---M--	200	added ('OK')	image/jpeg	etag:%228614460508caaac756134e76c28ca9cc%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/3426b612c61b.jpg	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/3426b612c61b.jpg	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:54	239813/239813	---M--	200	added ('OK')	image/png	etag:%22bb4ef152f8a51099009d51cb47167f1d%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/2db52f4deb6f.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/2db52f4deb6f.png	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:55	241008/241008	---M--	200	added ('OK')	image/png	etag:%22c1f92a44afd2356e336c13efc2689d5f%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/d96be18bb8e3.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/d96be18bb8e3.png	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:56	47271/47271	---M--	200	added ('OK')	image/jpeg	etag:%22d840c6ef807658d572601ccc83307ff7%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/232faee5d403.jpg	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/232faee5d403.jpg	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:57	267844/267844	---M--	200	added ('OK')	image/png	etag:%2230407981b61547868e766a8a015df819%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/448b390f9065.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/448b390f9065.png	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:57	35586/35586	---M--	200	added ('OK')	image/png	etag:%22f890a8d0e72e18c740786b1660ed31b0%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/489b2be9c12a.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/489b2be9c12a.png	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:58	20346/20346	---M--	200	added ('OK')	image/png	etag:%22b08cabd066404506f5574f4781baeaec%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/8b0d80dbd1c6.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/8b0d80dbd1c6.png	(from https://www.classcentral.com/subject/programming-and-software-development)
09:18:59	214/214	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Feb%202023%2008:01:41%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Futoronto-hz.png?auto=format&blur=200&h=40&ixlib=php-3.3.1&px=16&s=6cb364f97a559d04b04581c0b625ef50	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/utoronto-hzdbde.png	(from https://www.classcentral.com/subject/programming-and-software-development)
09:19:00	19405/19405	---M--	200	added ('OK')	image/jpeg	etag:%22006ceed0285b6f74418d9d61fcc6e701%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/db83c67bd81f.jpg	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/db83c67bd81f.jpg	(from https://www.classcentral.com/subject/programming-and-software-development)
09:19:01	65027/65027	---M--	200	added ('OK')	image/png	etag:%2291321ce8164b6671a216b261d4f2bd86%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/08dbf801ce77.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/08dbf801ce77.png	(from https://www.classcentral.com/subject/programming-and-software-development)
09:19:02	26976/26976	---M--	200	added ('OK')	image/png	etag:%22c496a8fd32d41935a4c51e24230c5b80%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/9baefdb84754.png	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/9baefdb84754.png	(from https://www.classcentral.com/subject/programming-and-software-development)
09:19:03	695/695	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Feb%202023%2006:24:32%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fstanford-hz.png?auto=format&blur=200&h=60&ixlib=php-3.3.1&px=16&s=7b34139d7e19fa7f4e618821fe403908	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/stanford-hzd4cb.png	(from https://www.classcentral.com/universities)
09:19:04	380/380	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2021:39:55%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fharvard-hz.png?auto=format&blur=200&h=60&ixlib=php-3.3.1&px=16&s=fdb3ca6dba81afa23cfa3a0452253982	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/harvard-hzaa19.png	(from https://www.classcentral.com/universities)
09:19:05	441/441	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Feb%202023%2005:23:05%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fmit-hz.png?auto=format&blur=200&h=60&ixlib=php-3.3.1&px=16&s=4f6807e6163f841310db8b1ebd1d5ccd	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/mit-hz89ee.png	(from https://www.classcentral.com/universities)
09:19:06	524/524	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2018:25:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fiit-kharagpur-hz.png?auto=format&blur=200&h=60&ixlib=php-3.3.1&px=16&s=5f21fa0694ca079091400fb3fdb214fb	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/iit-kharagpur-hza403.png	(from https://www.classcentral.com/universities)
09:19:07	284/284	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:03%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Ftou-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=6220d35afa9e0606a98685f218a0853e	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/tou-trn-sq6a0d.png	(from https://www.classcentral.com/universities)
09:19:08	422/422	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:03%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fstanford-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=3d534041e5cafd4216842f1fb32f45a6	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/stanford-trn-sq9e0f.png	(from https://www.classcentral.com/universities)
09:19:09	412/412	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:03%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fiit-kharagpur-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=8aa3af2136d48222097f302767da30ff	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/iit-kharagpur-trn-sqf1ee.png	(from https://www.classcentral.com/universities)
09:19:10	328/328	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:03%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fumich-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=c460c7c740529bf0c4acd8c4ffcfd096	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/umich-trn-sq8b74.png	(from https://www.classcentral.com/universities)
09:19:11	285/285	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2016:29:51%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fmit-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=16fb59da3655e80aa05b7302ca355c04	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/mit-trn-sq3d5c.png	(from https://www.classcentral.com/universities)
09:19:12	401/401	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:03%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fiitm-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=bdc65ff0369f2ed9942bd12a8f63134d	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/iitm-trn-sq0ebd.png	(from https://www.classcentral.com/universities)
09:19:13	410/410	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2016:29:52%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fjhu-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=38926e6af502917a5ad80ba7d2f9ffc2	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/jhu-trn-sq0132.png	(from https://www.classcentral.com/universities)
09:19:14	399/399	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Feb%202023%2012:11:38%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fiitk-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=16e2ad3179c57eafdd3769bad7255e35	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/iitk-trn-sqa316.png	(from https://www.classcentral.com/universities)
09:19:15	416/416	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2012:48:05%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fboulder-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=052a9e5eadde2e9347c107fcb528b269	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/boulder-trn-sq2ff2.png	(from https://www.classcentral.com/universities)
09:19:16	278/278	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fillinois-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=a4610af69b3dea25c6d2d08e1e1dcea1	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/illinois-trn-sq1ae8.png	(from https://www.classcentral.com/universities)
09:19:17	249/249	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2016:29:52%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fuci-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=adead297c303601d97308fb8001824a6	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/uci-trn-sq1b56.png	(from https://www.classcentral.com/universities)
09:19:18	281/281	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Feb%202023%2012:11:38%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fpenn-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=182d09ff9236e01054128db1b2e6b782	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/penn-trn-sqab74.png	(from https://www.classcentral.com/universities)
09:19:19	416/416	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fharvard-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=d290d32efee617dc1e7cc67534967b9f	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/harvard-trn-sqc417.png	(from https://www.classcentral.com/universities)
09:19:20	390/390	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fcoventry-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=6f3ecf282318f1bbb385bfe78da7eb76	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/coventry-trn-sq7372.png	(from https://www.classcentral.com/universities)
09:19:21	395/395	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fiit-roorkee-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=992ce24d683dc7737819334c64faf60e	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/iit-roorkee-trn-sqbf9e.png	(from https://www.classcentral.com/universities)
09:19:22	394/394	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fignou-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=7260e9ffbb8a1bad744808b8c025f2fa	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/ignou-trn-sq73ac.png	(from https://www.classcentral.com/universities)
09:19:23	259/259	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fspbu-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=7e84a779834c17b1d10e3b6c45e47329	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/spbu-trn-sqaa78.png	(from https://www.classcentral.com/universities)
09:19:24	269/269	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Ftecdemonterrey-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=94dbab55ca037df1907d2fb6467581f5	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/tecdemonterrey-trn-sqaf4b.png	(from https://www.classcentral.com/universities)
09:19:25	417/417	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fiit-guwahati-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=f3b8a2dd7c199984a923acc8808a0835	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/iit-guwahati-trn-sq90da.png	(from https://www.classcentral.com/universities)
09:19:26	388/388	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Funiversity-of-naples-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=8697be7587517435fcb84f8a001b2390	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/university-of-naples-trn-sq9875.png	(from https://www.classcentral.com/universities)
09:19:27	282/282	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Feb%202023%2012:11:38%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fdelft-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=ffc32bd324f35b164066ec8aaa9d3f70	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/delft-trn-sqede5.png	(from https://www.classcentral.com/universities)
09:19:28	408/408	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fhse-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=71305f5e82491ca9c723fd8ecf411e76	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/hse-trn-sqcd02.png	(from https://www.classcentral.com/universities)
09:19:29	414/414	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2012:48:29%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fiitb-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=eb0b43d5a9e1d22f2dbd0982904e9a1b	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/iitb-trn-sqd33d.png	(from https://www.classcentral.com/universities)
09:19:30	265/265	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Feb%202023%2012:11:38%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fupv-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=cf87cdd233311a508efd169163a33bbf	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/upv-trn-sq420e.png	(from https://www.classcentral.com/universities)
09:19:31	269/269	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fgatech-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=1af8637c1ffadb3759fc879cbf0019fe	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/gatech-trn-sqbd75.png	(from https://www.classcentral.com/universities)
09:19:32	273/273	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202022%2018:58:18%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fepfl-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=7237c217d8f4afa70e24fe0dd81f099c	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/epfl-trn-sqbab3.png	(from https://www.classcentral.com/universities)
09:19:33	401/401	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fmipt-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=c67ce95b4d5e891ff455a570841f1079	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/mipt-trn-sq57cb.png	(from https://www.classcentral.com/universities)
09:19:34	426/426	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2023:00:45%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Frice-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=6eb72570accf66da9d8ffc75a019ef5b	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/rice-trn-sq8877.png	(from https://www.classcentral.com/universities)
09:19:35	246/246	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2015:06:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Funam-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=b706c4fafe47c52ed67bf3016592c8e6	/home/mauri/Documents/Temporary/HTTrack-copy/scraping-challenge/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/unam-trn-sqb55f.png	(from https://www.classcentral.com/universities)
